image_path,split,filename,timestamp,clarity_score,turbidity_score,unscoreable_reason,dcp_raw,tenengrad_raw,blue_dom_raw,uicm_raw,dcp_score,tenengrad_score,blue_dom_score,uicm_score,image_w,image_h
data\valid\images\20231008-081701-IPC608_8B64_165.jpg,valid,20231008-081701-IPC608_8B64_165.jpg,20231008-081701,58.91,41.09,,34.74,4341.266,1.3309,0.02166,66.08,28.94,29.15,1.42,1920,1080
data\valid\images\20231008-100101-IPC608_8B64_165.jpg,valid,20231008-100101-IPC608_8B64_165.jpg,20231008-100101,53.74,46.26,,36.696,4070.913,1.307,0.02076,72.71,33.46,32.31,6.73,1920,1080
data\valid\images\20231008-100801-IPC608_8B64_165.jpg,valid,20231008-100801-IPC608_8B64_165.jpg,20231008-100801,53.0,47.0,,37.179,4056.109,1.3091,0.02063,74.34,33.71,32.03,7.47,1920,1080
data\valid\images\20231008-102601-IPC608_8B64_165.jpg,valid,20231008-102601-IPC608_8B64_165.jpg,20231008-102601,48.91,51.09,,38.603,3737.708,1.3014,0.02003,79.17,39.03,33.05,11.02,1920,1080
data\valid\images\20231008-121801-IPC608_8B64_165.jpg,valid,20231008-121801-IPC608_8B64_165.jpg,20231008-121801,36.69,63.31,,38.007,1173.38,1.4639,0.01243,77.15,81.89,11.54,55.71,1920,1080
data\valid\images\20231008-131001-C4k0193.jpg,valid,20231008-131001-C4k0193.jpg,20231008-131001,74.79,25.21,,18.521,6169.791,0.8364,0.01874,11.09,0.0,94.59,18.58,2560,1440
data\valid\images\20231008-163501-C4k0193.jpg,valid,20231008-163501-C4k0193.jpg,20231008-163501,64.96,35.04,,18.353,4359.133,0.7345,0.0181,10.52,28.64,100.0,22.37,2560,1440
data\valid\images\20231009-061001-C4k0193.jpg,valid,20231009-061001-C4k0193.jpg,20231009-061001,52.05,47.95,,25.318,3789.52,0.8192,0.01599,34.13,38.16,96.86,34.77,2560,1440
data\valid\images\20231009-073101-IPC608_8B64_165.jpg,valid,20231009-073101-IPC608_8B64_165.jpg,20231009-073101,30.11,69.89,,40.29,743.644,1.4422,0.01114,84.89,89.07,14.41,63.3,1920,1080
data\valid\images\20231009-105601-IPC608_8B64_165.jpg,valid,20231009-105601-IPC608_8B64_165.jpg,20231009-105601,34.9,65.1,,39.558,1621.479,1.3941,0.01228,82.41,74.4,20.77,56.58,1920,1080
data\valid\images\20231009-130401-IPC608_8B64_165.jpg,valid,20231009-130401-IPC608_8B64_165.jpg,20231009-130401,30.19,69.81,,39.453,484.768,1.5044,0.00876,82.05,93.4,6.18,77.3,1920,1080
data\valid\images\20231009-153501-C4k0193.jpg,valid,20231009-153501-C4k0193.jpg,20231009-153501,53.93,46.07,,22.06,3165.256,0.7902,0.01805,23.08,48.6,100.0,22.62,2560,1440
data\valid\images\20231010-075501-C4k0193.jpg,valid,20231010-075501-C4k0193.jpg,20231010-075501,29.21,70.79,,32.281,1878.198,0.8641,0.00749,57.74,70.11,90.92,84.78,2560,1440
data\valid\images\20231011-084002-IPC608_8B64_165.jpg,valid,20231011-084002-IPC608_8B64_165.jpg,20231011-084002,24.37,75.63,,42.788,482.301,1.3772,0.01229,93.36,93.44,23.02,56.5,1920,1080
data\valid\images\20231011-094001-IPC608_8B64_165.jpg,valid,20231011-094001-IPC608_8B64_165.jpg,20231011-094001,27.48,72.52,,42.245,901.991,1.3245,0.01512,91.52,86.42,29.99,39.91,1920,1080
data\valid\images\20231011-133501-C4k0193.jpg,valid,20231011-133501-C4k0193.jpg,20231011-133501,51.07,48.93,,23.811,3526.758,0.8514,0.01164,29.02,42.55,92.6,60.36,2560,1440
data\valid\images\20231012-072801-IPC608_8B64_165.jpg,valid,20231012-072801-IPC608_8B64_165.jpg,20231012-072801,35.03,64.97,,38.204,969.718,1.4239,0.01359,77.82,85.29,16.84,48.9,1920,1080
data\valid\images\20231013-071901-IPC608_8B64_165.jpg,valid,20231013-071901-IPC608_8B64_165.jpg,20231013-071901,27.06,72.94,,41.681,717.146,1.3976,0.01139,89.61,89.51,20.31,61.84,1920,1080
data\valid\images\20231013-122301-IPC608_8B64_165.jpg,valid,20231013-122301-IPC608_8B64_165.jpg,20231013-122301,23.09,76.91,,42.167,334.555,1.4179,0.00811,91.26,95.91,17.63,81.09,1920,1080
data\valid\images\20231013-145001-C4k0193.jpg,valid,20231013-145001-C4k0193.jpg,20231013-145001,38.87,61.13,,24.68,1314.071,0.847,0.01196,31.97,79.54,93.18,58.48,2560,1440
data\valid\images\20231013-155201-IPC608_8B64_165.jpg,valid,20231013-155201-IPC608_8B64_165.jpg,20231013-155201,30.32,69.68,,38.974,393.391,1.5409,0.00701,80.43,94.92,1.35,87.57,1920,1080
data\valid\images\20231014-165501-IPC608_8B64_165.jpg,valid,20231014-165501-IPC608_8B64_165.jpg,20231014-165501,35.64,64.36,,36.561,548.848,1.538,0.00929,72.25,92.33,1.73,74.16,1920,1080
data\valid\images\20231015-062101-IPC608_8B64_165.jpg,valid,20231015-062101-IPC608_8B64_165.jpg,20231015-062101,44.34,55.66,,33.216,1206.997,1.5864,0.01018,60.91,81.33,0.0,68.93,1920,1080
data\valid\images\20231016-113801-IPC608_8B64_165.jpg,valid,20231016-113801-IPC608_8B64_165.jpg,20231016-113801,27.56,72.44,,41.5,910.669,1.3655,0.01162,88.99,86.28,24.56,60.48,1920,1080
data\valid\images\20231016-140901-IPC608_8B64_165.jpg,valid,20231016-140901-IPC608_8B64_165.jpg,20231016-140901,33.29,66.71,,38.621,742.102,1.4806,0.01098,79.24,89.1,9.33,64.22,1920,1080
data\valid\images\20231016-142101-IPC608_8B64_165.jpg,valid,20231016-142101-IPC608_8B64_165.jpg,20231016-142101,42.28,57.72,,35.587,1630.208,1.4609,0.01259,68.95,74.25,11.93,54.79,1920,1080
data\valid\images\20231016-143001-IPC608_8B64_165.jpg,valid,20231016-143001-IPC608_8B64_165.jpg,20231016-143001,30.9,69.1,,39.543,735.463,1.4306,0.01135,82.36,89.21,15.94,62.05,1920,1080
data\valid\images\20231016-154001-IPC608_8B64_165.jpg,valid,20231016-154001-IPC608_8B64_165.jpg,20231016-154001,43.35,56.65,,35.099,1568.217,1.4858,0.01269,67.29,75.29,8.64,54.16,1920,1080
data\valid\images\20231017-114001-IPC608_8B64_165.jpg,valid,20231017-114001-IPC608_8B64_165.jpg,20231017-114001,35.0,65.0,,38.645,1160.047,1.4247,0.01289,79.32,82.11,16.73,52.98,1920,1080
data\valid\images\20231017-114401-IPC608_8B64_165.jpg,valid,20231017-114401-IPC608_8B64_165.jpg,20231017-114401,31.23,68.77,,40.03,982.274,1.403,0.01217,84.01,85.08,19.6,57.26,1920,1080
data\valid\images\20231017-142001-C4k0193.jpg,valid,20231017-142001-C4k0193.jpg,20231017-142001,49.3,50.7,,22.774,2544.147,0.8079,0.01657,25.51,58.98,98.36,31.35,2560,1440
data\valid\images\20231017-152001-IPC608_8B64_165.jpg,valid,20231017-152001-IPC608_8B64_165.jpg,20231017-152001,29.7,70.3,,39.249,457.734,1.467,0.00935,81.36,93.85,11.13,73.8,1920,1080
data\valid\images\20231018-084001-IPC608_8B64_165.jpg,valid,20231018-084001-IPC608_8B64_165.jpg,20231018-084001,39.64,60.36,,38.499,2010.168,1.3581,0.0162,78.82,67.9,25.54,33.53,1920,1080
data\valid\images\20231018-112001-IPC608_8B64_165.jpg,valid,20231018-112001-IPC608_8B64_165.jpg,20231018-112001,37.42,62.58,,38.35,1489.644,1.392,0.015,78.32,76.6,21.05,40.61,1920,1080
data\valid\images\20231018-125901-IPC608_8B64_165.jpg,valid,20231018-125901-IPC608_8B64_165.jpg,20231018-125901,35.13,64.87,,38.367,876.059,1.4801,0.0124,78.37,86.86,9.4,55.86,1920,1080
data\valid\images\20231018-135901-IPC608_8B64_165.jpg,valid,20231018-135901-IPC608_8B64_165.jpg,20231018-135901,28.87,71.13,,40.091,437.325,1.4623,0.01029,84.22,94.19,11.75,68.32,1920,1080
data\valid\images\20231026-151701-IPC608_8B64_165.jpg,valid,20231026-151701-IPC608_8B64_165.jpg,20231026-151701,18.22,81.78,,43.211,46.658,1.4055,0.00479,94.8,100.0,19.28,100.0,1920,1080
data\valid\images\20231101-104501-IPC608_8BC7_166.jpg,valid,20231101-104501-IPC608_8BC7_166.jpg,20231101-104501,22.93,77.07,,42.267,930.229,1.1961,0.01298,91.6,85.95,46.99,52.5,1920,1080
data\valid\images\20231105-145001-IPC608_8BC7_166.jpg,valid,20231105-145001-IPC608_8BC7_166.jpg,20231105-145001,20.37,79.63,,43.702,520.489,1.3094,0.01033,96.46,92.8,31.99,68.04,1920,1080
data\valid\images\20231110-121701-IPC608_8B64_165.jpg,valid,20231110-121701-IPC608_8B64_165.jpg,20231110-121701,21.53,78.47,,41.936,248.178,1.4349,0.0037,90.47,97.35,15.38,100.0,1920,1080
data\valid\images\20231110-122101-IPC608_8B64_165.jpg,valid,20231110-122101-IPC608_8B64_165.jpg,20231110-122101,18.07,81.93,,44.027,220.813,1.4166,0.00337,97.56,97.81,17.8,100.0,1920,1080
data\valid\images\20231113-090301-IPC608_8B64_165.jpg,valid,20231113-090301-IPC608_8B64_165.jpg,20231113-090301,19.41,80.59,,44.321,1114.745,1.3129,0.00425,98.56,82.87,31.52,100.0,1920,1080
data\valid\images\20231113-112501-IPC608_8BC7_166.jpg,valid,20231113-112501-IPC608_8BC7_166.jpg,20231113-112501,28.8,71.2,,35.355,1473.422,1.0594,0.00853,68.16,76.87,65.08,78.62,1920,1080
data\valid\images\20231113-150201-IPC608_8B64_165.jpg,valid,20231113-150201-IPC608_8B64_165.jpg,20231113-150201,13.53,86.47,,46.097,156.664,1.2939,0.004,100.0,98.88,34.04,100.0,1920,1080
data\valid\images\20231114-114001-C4k0193.jpg,valid,20231114-114001-C4k0193.jpg,20231114-114001,32.66,67.34,,48.217,4750.476,0.8965,0.01616,100.0,22.1,86.64,33.78,2560,1440
data\valid\images\20231115-141001-IPC608_8BC7_166.jpg,valid,20231115-141001-IPC608_8BC7_166.jpg,20231115-141001,68.47,31.54,,28.674,7999.081,1.1383,0.01781,45.51,0.0,54.63,24.05,1920,1080
data\valid\images\20231120-101001-C4k0193.jpg,valid,20231120-101001-C4k0193.jpg,20231120-101001,18.46,81.54,,54.128,1812.481,0.906,0.01663,100.0,71.21,85.38,31.0,2560,1440
data\valid\images\20231121-131502-IPC608_8BC7_166.jpg,valid,20231121-131502-IPC608_8BC7_166.jpg,20231121-131502,76.38,23.62,,25.386,9611.899,1.2037,0.02074,34.36,0.0,45.97,6.81,1920,1080
data\valid\images\20231126-074401-IPC608_8B64_165.jpg,valid,20231126-074401-IPC608_8B64_165.jpg,20231126-074401,29.41,70.59,,37.808,83.26,1.5758,0.0031,76.48,100.0,0.0,100.0,1920,1080
data\valid\images\20231127-065901-IPC608_8B64_165.jpg,valid,20231127-065901-IPC608_8B64_165.jpg,20231127-065901,51.53,48.47,,22.675,82.134,1.9635,0.00762,25.17,100.0,0.0,83.98,1920,1080
data\valid\images\20231128-152801-IPC608_8B64_165.jpg,valid,20231128-152801-IPC608_8B64_165.jpg,20231128-152801,24.63,75.37,,40.672,127.772,1.5051,0.00512,86.19,99.36,6.08,98.73,1920,1080
data\valid\images\20231129-142101-IPC608_8B64_165.jpg,valid,20231129-142101-IPC608_8B64_165.jpg,20231129-142101,18.81,81.19,,42.973,136.231,1.3893,0.00568,93.99,99.22,21.41,95.42,1920,1080
data\valid\images\20231130-101401-IPC608_8B64_165.jpg,valid,20231130-101401-IPC608_8B64_165.jpg,20231130-101401,20.53,79.47,,42.883,98.365,1.4245,0.00714,93.68,99.86,16.76,86.84,1920,1080
data\valid\images\20231202-142401-IPC608_8B64_165.jpg,valid,20231202-142401-IPC608_8B64_165.jpg,20231202-142401,12.59,87.41,,46.052,58.97,1.271,0.00209,100.0,100.0,37.07,100.0,1920,1080
data\valid\images\20240130-154701-IPC608_8B64_165.jpg,valid,20240130-154701-IPC608_8B64_165.jpg,20240130-154701,30.99,69.01,,38.039,487.031,1.4556,0.00903,77.26,93.36,12.64,75.69,1920,1080
data\valid\images\20240131-105401-IPC608_8B64_165.jpg,valid,20240131-105401-IPC608_8B64_165.jpg,20240131-105401,37.15,62.85,,38.612,1568.605,1.387,0.01469,79.2,75.28,21.72,42.4,1920,1080
data\valid\images\20240201-112501-C4k0193.jpg,valid,20240201-112501-C4k0193.jpg,20240201-112501,49.02,50.98,,35.101,13120.178,0.9379,0.0086,67.3,0.0,81.16,78.26,2560,1440
data\valid\images\20240202-093301-IPC608_8B64_165.jpg,valid,20240202-093301-IPC608_8B64_165.jpg,20240202-093301,25.47,74.53,,40.768,298.833,1.3941,0.0103,86.51,96.5,20.77,68.26,1920,1080
data\valid\images\20240205-085101-IPC608_8B64_165.jpg,valid,20240205-085101-IPC608_8B64_165.jpg,20240205-085101,33.49,66.51,,38.263,658.314,1.423,0.0138,78.02,90.5,16.96,47.64,1920,1080
data\valid\images\20240205-101701-IPC608_8B64_165.jpg,valid,20240205-101701-IPC608_8B64_165.jpg,20240205-101701,32.64,67.36,,38.902,939.432,1.3916,0.01285,80.19,85.8,21.11,53.22,1920,1080
data\valid\images\20240215-Video-3Cameras_frame158.jpg,valid,20240215-Video-3Cameras_frame158.jpg,,7.99,92.01,,79.099,458.179,1.0039,0.00596,100.0,93.84,72.42,93.76,1920,1080
data\valid\images\20240215-Video-3Cameras_frame170.jpg,valid,20240215-Video-3Cameras_frame170.jpg,,12.3,87.7,,48.575,1151.782,0.9866,0.00815,100.0,82.25,74.71,80.88,1920,1080
data\valid\images\20240215-Video-3Cameras_frame175.jpg,valid,20240215-Video-3Cameras_frame175.jpg,,11.06,88.94,,47.177,1109.778,1.0202,0.0047,100.0,82.95,70.26,100.0,1920,1080
data\valid\images\20240215-Video-3Cameras_frame180.jpg,valid,20240215-Video-3Cameras_frame180.jpg,,14.68,85.32,,42.686,1278.175,0.9968,0.00591,93.02,80.14,73.35,94.04,1920,1080
data\valid\images\20240215-Video-3Cameras_frame185.jpg,valid,20240215-Video-3Cameras_frame185.jpg,,7.3,92.7,,56.172,166.457,1.041,0.00561,100.0,98.72,67.51,95.83,1920,1080
data\valid\images\20240215-Video-3Cameras_frame35.jpg,valid,20240215-Video-3Cameras_frame35.jpg,,6.46,93.54,,48.954,32.129,1.0188,0.00584,100.0,100.0,70.45,94.5,1920,1080
data\valid\images\20240215-Video-3Cameras_frame56.jpg,valid,20240215-Video-3Cameras_frame56.jpg,,6.38,93.62,,48.949,139.956,1.0062,0.00583,100.0,99.16,72.11,94.5,1920,1080
data\valid\images\20240215-Video-3Cameras_frame63.jpg,valid,20240215-Video-3Cameras_frame63.jpg,,6.5,93.5,,46.217,201.006,0.9952,0.00602,100.0,98.14,73.57,93.42,1920,1080
data\valid\images\20240215-Video-IPC608_8B64_165-2_frame20.jpg,valid,20240215-Video-IPC608_8B64_165-2_frame20.jpg,,45.37,54.63,,21.505,398.351,0.8823,0.03235,21.2,94.84,88.51,0.0,1920,1080
data\valid\images\20240215-Video-IPC608_8B64_165-2_frame71.jpg,valid,20240215-Video-IPC608_8B64_165-2_frame71.jpg,,26.72,73.28,,32.909,101.786,0.8186,0.02196,59.87,99.8,96.94,0.0,1920,1080
data\valid\images\20240215-Video-IPC608_8B64_165-2_frame73.jpg,valid,20240215-Video-IPC608_8B64_165-2_frame73.jpg,,38.4,61.6,,26.685,154.489,1.3087,0.00473,38.76,98.92,32.08,100.0,1920,1080
data\valid\images\20240216-113301-IPC608_8B64_165.jpg,valid,20240216-113301-IPC608_8B64_165.jpg,20240216-113301,6.24,93.76,,45.971,70.151,0.9938,0.00658,100.0,100.0,73.76,90.12,1920,1080
data\valid\images\20240218-135801-IPC608_8B64_165.jpg,valid,20240218-135801-IPC608_8B64_165.jpg,20240218-135801,5.43,94.57,,48.031,156.838,0.9852,0.00502,100.0,98.88,74.9,99.29,1920,1080
data\valid\images\20240222-081701-IPC608_8B64_165.jpg,valid,20240222-081701-IPC608_8B64_165.jpg,20240222-081701,10.32,89.68,,43.948,147.414,1.1312,0.00501,97.3,99.04,55.57,99.35,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame016.jpg,valid,20240223-Video-IPC608_8B64_165_frame016.jpg,,12.1,87.9,,43.492,76.92,1.1862,0.005,95.75,100.0,48.29,99.41,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame017.jpg,valid,20240223-Video-IPC608_8B64_165_frame017.jpg,,11.84,88.16,,44.139,276.089,1.1723,0.00509,97.94,96.89,50.14,98.89,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame036.jpg,valid,20240223-Video-IPC608_8B64_165_frame036.jpg,,10.37,89.63,,44.673,73.41,1.1803,0.00504,99.75,100.0,49.07,99.16,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame037.jpg,valid,20240223-Video-IPC608_8B64_165_frame037.jpg,,11.25,88.75,,44.121,70.407,1.1886,0.00488,97.88,100.0,47.98,100.0,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame263.jpg,valid,20240223-Video-IPC608_8B64_165_frame263.jpg,,15.04,84.96,,42.952,104.945,1.1418,0.01061,93.92,99.75,54.16,66.4,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame276.jpg,valid,20240223-Video-IPC608_8B64_165_frame276.jpg,,28.33,71.67,,31.33,115.931,0.7235,0.02684,54.51,99.56,100.0,0.0,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame277.jpg,valid,20240223-Video-IPC608_8B64_165_frame277.jpg,,16.98,83.02,,42.189,88.214,0.9283,0.02518,91.33,100.0,82.42,0.0,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame331.jpg,valid,20240223-Video-IPC608_8B64_165_frame331.jpg,,12.41,87.59,,43.32,150.502,1.1796,0.0046,95.17,98.98,49.16,100.0,1920,1080
data\valid\images\20240223-Video-IPC608_8B64_165_frame342.jpg,valid,20240223-Video-IPC608_8B64_165_frame342.jpg,,11.2,88.8,,43.953,108.85,1.1745,0.00482,97.31,99.68,49.84,100.0,1920,1080
data\valid\images\20240224-131201-IPC608_8B64_165.jpg,valid,20240224-131201-IPC608_8B64_165.jpg,20240224-131201,24.65,75.35,,38.517,145.917,1.3482,0.00709,78.88,99.06,26.86,87.1,1920,1080
data\valid\images\20240225-143801-IPC608_8B64_165.jpg,valid,20240225-143801-IPC608_8B64_165.jpg,20240225-143801,11.68,88.32,,43.912,55.287,1.1883,0.00515,97.17,100.0,48.02,98.52,1920,1080
data\valid\images\20240227-133001-C4k0193.jpg,valid,20240227-133001-C4k0193.jpg,20240227-133001,9.09,90.91,,45.331,450.265,0.8641,0.0142,100.0,93.97,90.92,45.32,2560,1440
data\valid\images\20240229-101101-IPC608_8B64_165.jpg,valid,20240229-101101-IPC608_8B64_165.jpg,20240229-101101,11.28,88.72,,43.845,53.731,1.1755,0.00426,96.95,100.0,49.71,100.0,1920,1080
data\valid\images\20240301-172001-IPC608_8BC7_166.jpg,valid,20240301-172001-IPC608_8BC7_166.jpg,20240301-172001,64.12,35.88,,22.138,2789.023,1.3994,0.0116,23.35,54.88,20.08,60.59,2688,1520
data\valid\images\20240302-094301-IPC608_8B64_165.jpg,valid,20240302-094301-IPC608_8B64_165.jpg,20240302-094301,22.16,77.84,,39.597,192.296,1.3175,0.00635,82.54,98.29,30.92,91.49,2688,1520
data\valid\images\20240302-101501-IPC608_8BC7_166.jpg,valid,20240302-101501-IPC608_8BC7_166.jpg,20240302-101501,44.1,55.9,,33.372,3032.878,1.0487,0.01718,61.44,50.81,66.49,27.78,2688,1520
data\valid\images\20240303-092501-IPC608_8BC7_166.jpg,valid,20240303-092501-IPC608_8BC7_166.jpg,20240303-092501,63.95,36.05,,27.46,4925.322,1.1437,0.01687,41.39,19.18,53.92,29.6,2688,1520
data\valid\images\20240304-130001-IPC608_8BC7_166.jpg,valid,20240304-130001-IPC608_8BC7_166.jpg,20240304-130001,13.92,86.08,,42.644,335.224,1.0105,0.01196,92.87,95.9,71.54,58.49,2688,1520
data\valid\images\20240305-070401-IPC608_8B64_165.jpg,valid,20240305-070401-IPC608_8B64_165.jpg,20240305-070401,34.57,65.43,,34.933,209.234,1.5456,0.00628,66.73,98.0,0.73,91.88,2688,1520
data\valid\images\20240306-100801-IPC608_8B64_165.jpg,valid,20240306-100801-IPC608_8B64_165.jpg,20240306-100801,19.95,80.05,,40.996,274.407,1.2622,0.0076,87.29,96.91,38.24,84.15,2688,1520
data\valid\images\20240306-101801-IPC608_8B64_165.jpg,valid,20240306-101801-IPC608_8B64_165.jpg,20240306-101801,18.01,81.99,,42.238,355.93,1.2341,0.00774,91.5,95.55,41.96,83.31,2688,1520
data\valid\images\20240306-133501-C4k0193.jpg,valid,20240306-133501-C4k0193.jpg,20240306-133501,19.28,80.72,,47.163,2686.964,0.9205,0.00991,100.0,56.59,83.45,70.51,2560,1440
data\valid\images\20240306-Video-1-IPC608_8B64_165_frame035.jpg,valid,20240306-Video-1-IPC608_8B64_165_frame035.jpg,,18.75,81.25,,41.129,216.745,1.2487,0.00697,87.74,97.88,40.03,87.82,1920,1080
data\valid\images\20240306-Video-1-IPC608_8B64_165_frame084.jpg,valid,20240306-Video-1-IPC608_8B64_165_frame084.jpg,,20.15,79.85,,40.093,276.701,1.2437,0.00665,84.22,96.87,40.68,89.68,1920,1080
data\valid\images\20240306-Video-1-IPC608_8B64_165_frame086.jpg,valid,20240306-Video-1-IPC608_8B64_165_frame086.jpg,,20.15,79.85,,40.075,256.872,1.2464,0.00667,84.16,97.21,40.32,89.61,1920,1080
data\valid\images\20240306-Video-1-IPC608_8B64_165_frame092.jpg,valid,20240306-Video-1-IPC608_8B64_165_frame092.jpg,,21.06,78.94,,39.657,364.393,1.2424,0.00652,82.75,95.41,40.85,90.48,1920,1080
data\valid\images\20240306-Video-1-IPC608_8B64_165_frame104.jpg,valid,20240306-Video-1-IPC608_8B64_165_frame104.jpg,,15.52,84.48,,43.233,147.447,1.2416,0.00723,94.87,99.04,40.96,86.3,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_165_frame048.jpg,valid,20240306-Video-2-IPC608_8B64_165_frame048.jpg,,16.9,83.1,,41.974,166.955,1.2366,0.00673,90.6,98.71,41.62,89.23,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_165_frame050.jpg,valid,20240306-Video-2-IPC608_8B64_165_frame050.jpg,,16.55,83.45,,42.065,161.539,1.2361,0.00642,90.91,98.8,41.69,91.07,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_165_frame078.jpg,valid,20240306-Video-2-IPC608_8B64_165_frame078.jpg,,19.72,80.28,,40.286,395.751,1.2214,0.00637,84.88,94.89,43.63,91.33,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame055.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame055.jpg,,30.65,69.35,,36.951,1422.14,1.1041,0.01379,73.57,77.73,59.16,47.72,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame061.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame061.jpg,,21.7,78.3,,39.665,681.913,1.08,0.01223,82.78,90.1,62.34,56.85,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame062.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame062.jpg,,21.88,78.12,,39.114,619.577,1.0765,0.01195,80.91,91.14,62.81,58.51,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame067.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame067.jpg,,19.64,80.36,,39.997,530.73,1.0694,0.01125,83.9,92.63,63.75,62.62,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame078.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame078.jpg,,16.65,83.35,,41.024,239.756,1.0781,0.01063,87.38,97.49,62.6,66.27,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame079.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame079.jpg,,17.17,82.83,,40.641,223.843,1.0872,0.01036,86.08,97.76,61.4,67.89,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame093.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame093.jpg,,12.08,87.92,,43.795,147.21,1.1115,0.00854,96.78,99.04,58.18,78.57,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame094.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame094.jpg,,12.33,87.67,,43.826,216.078,1.1065,0.00866,96.88,97.89,58.84,77.87,1920,1080
data\valid\images\20240306-Video-2-IPC608_8B64_166_frame102.jpg,valid,20240306-Video-2-IPC608_8B64_166_frame102.jpg,,10.55,89.45,,44.74,226.747,1.1176,0.00717,99.98,97.71,57.37,86.66,1920,1080
data\valid\images\20240306-Video-3-IPC608_8B64_165_frame054.jpg,valid,20240306-Video-3-IPC608_8B64_165_frame054.jpg,,11.55,88.45,,43.988,41.695,1.1928,0.00445,97.43,100.0,47.41,100.0,1920,1080
data\valid\images\20240306-Video-3-IPC608_8B64_165_frame058.jpg,valid,20240306-Video-3-IPC608_8B64_165_frame058.jpg,,12.14,87.86,,43.603,57.145,1.1955,0.00443,96.13,100.0,47.06,100.0,1920,1080
data\valid\images\20240306-Video-3-IPC608_8B64_165_frame060.jpg,valid,20240306-Video-3-IPC608_8B64_165_frame060.jpg,,12.68,87.32,,43.175,72.206,1.1943,0.00468,94.68,100.0,47.22,100.0,1920,1080
data\valid\images\20240306-Video-3-IPC608_8B64_165_frame066.jpg,valid,20240306-Video-3-IPC608_8B64_165_frame066.jpg,,12.2,87.8,,43.173,75.27,1.176,0.0044,94.67,100.0,49.64,100.0,1920,1080
data\valid\images\20240306-Video-4-IPC608_8B64_165_frame012.jpg,valid,20240306-Video-4-IPC608_8B64_165_frame012.jpg,,12.94,87.06,,43.255,42.831,1.2079,0.00409,94.95,100.0,45.42,100.0,1920,1080
data\valid\images\20240306-Video-4-IPC608_8B64_165_frame059.jpg,valid,20240306-Video-4-IPC608_8B64_165_frame059.jpg,,12.96,87.04,,43.277,127.485,1.1813,0.00586,95.02,99.37,48.94,94.37,1920,1080
data\valid\images\20240308-080501-IPC608_8B64_165.jpg,valid,20240308-080501-IPC608_8B64_165.jpg,20240308-080501,43.24,56.76,,32.97,1246.658,1.3736,0.01538,60.08,80.66,23.49,38.36,2688,1520
data\valid\images\20240308-104801-IPC608_8BC7_166.jpg,valid,20240308-104801-IPC608_8BC7_166.jpg,20240308-104801,78.41,21.59,,21.651,8199.042,1.1384,0.01853,21.7,0.0,54.62,19.84,2688,1520
data\valid\images\20240308-123701-IPC608_8BC7_166.jpg,valid,20240308-123701-IPC608_8BC7_166.jpg,20240308-123701,59.54,40.46,,26.608,3766.049,1.0413,0.0255,38.51,38.55,67.47,0.0,2688,1520
data\valid\images\20240309-043036-C4k0193.jpg,valid,20240309-043036-C4k0193.jpg,20240309-043036,55.05,44.95,,9.652,185.167,1.2908,0.00739,0.0,98.4,34.45,85.36,2560,1440
data\valid\images\20240313-074701-IPC608_8BC7_166.jpg,valid,20240313-074701-IPC608_8BC7_166.jpg,20240313-074701,46.94,53.06,,30.571,2404.763,1.2747,0.01073,51.94,61.31,36.58,65.72,2688,1520
data\valid\images\20240313-173501-IPC608_8B64_165.jpg,valid,20240313-173501-IPC608_8B64_165.jpg,20240313-173501,41.69,58.31,,29.942,130.784,1.683,0.00729,49.81,99.31,0.0,85.96,2688,1520
data\valid\images\20240313-174901-IPC608_8B64_165.jpg,valid,20240313-174901-IPC608_8B64_165.jpg,20240313-174901,62.95,37.05,,14.287,100.673,1.9558,0.00983,0.0,99.82,0.0,71.01,2688,1520
